date,x_c_cpi,x_h_core,divergence,delta_x_c,delta_x_h
2015-07-01,0.3109391258032466,0.11708211064447359,0.19385701515877302,0.0022708399517865074,-0.006027123369305415
2015-10-01,0.31376147404915733,0.10578549277689757,0.20797598127225975,0.0028223482459107108,-0.01129661786757602
2016-01-01,0.32116941679848354,0.10035896588083246,0.22081045091765109,0.007407942749326213,-0.005426526896065112
2016-04-01,0.31573664550458397,0.08862754053867629,0.2271091049659077,-0.005432771293899574,-0.011731425342156168
2016-07-01,0.31855072826170355,0.0808622995359751,0.23768842872572846,0.0028140827571195848,-0.0077652410027011926
2016-10-01,0.3213233050005573,0.0746677334478655,0.2466555715526918,0.002772576738853727,-0.0061945660881096015
2017-01-01,0.32893273005114754,0.07649859339176433,0.2524341366593832,0.007609425050590257,0.0018308599438988382
2017-04-01,0.3390962830326981,0.07091223942511903,0.2681840436075791,0.010163552981550583,-0.005586353966645308
2017-07-01,0.3430265417592696,0.06461021512684932,0.2784163266324203,0.0039302587265714894,-0.006302024298269704
2017-10-01,0.3455575435852207,0.05999861553189341,0.2855589280533273,0.0025310018259510625,-0.004611599594955912
2018-01-01,0.3533839472737827,0.05802864604071235,0.29535530123307036,0.007826403688562023,-0.001969969491181056
2018-04-01,0.36079324788234635,0.05946693460414185,0.30132631327820447,0.0074093006085636515,0.0014382885634294934
2018-07-01,0.3690571497636178,0.059093813362657656,0.30996333640096013,0.008263901881271463,-0.00037312124148419085
2018-10-01,0.37680628083700646,0.0600856778020641,0.31672060303494237,0.007749131073388649,0.0009918644394064438
2019-01-01,0.3873413597711596,0.06123811183321535,0.3261032479379442,0.01053507893415312,0.001152434031151249
2019-04-01,0.3837258274391214,0.05337897604777834,0.33034685139134307,-0.0036155323320381516,-0.00785913578543701
2019-07-01,0.3880661981834679,0.0479691797337916,0.34009701844967627,0.004340370744346456,-0.005409796313986741
2019-10-01,0.388319233847146,0.03861827796757088,0.3497009558795751,0.000253035663678125,-0.00935090176622072
2020-01-01,0.3929851351725706,0.027944941813812442,0.36504019335875815,0.004665901325424604,-0.010673336153758435
2020-04-01,0.4929312153780952,0.11217426431683089,0.3807569510612643,0.09994608020552459,0.08422932250301846
2020-07-01,0.45385269061199635,0.047496387598004,0.40635630301399234,-0.039078524766098854,-0.06467787671882688
2020-10-01,0.43063879057254484,-0.012164907814092364,0.4428036983866372,-0.023213900039451507,-0.05966129541209637
2021-01-01,0.5478865289590024,0.07978397883703338,0.468102550121969,0.11724773838645752,0.09194888665112574
2021-04-01,0.46472982989086714,-0.029281456189336533,0.49401128608020367,-0.08315669906813522,-0.10906543502636991
2021-07-01,0.4497125123461094,-0.07242986730889327,0.5221423796550027,-0.015017317544757713,-0.04314841111955674
2021-10-01,0.4321368377771686,-0.10551008958910099,0.5376469273662696,-0.017575674568940824,-0.033080222280207724
2022-01-01,0.3978006234956852,-0.15959192304803554,0.5573925465437207,-0.034336214281483424,-0.05408183345893455
2022-04-01,0.38610535410436925,-0.17919488057051053,0.5653002346748798,-0.011695269391315932,-0.019602957522474984
2022-07-01,0.3983097467527025,-0.15275222570324634,0.5510619724559488,0.012204392648333229,0.026442654867264187
2022-10-01,0.4059375720814475,-0.13714031258308318,0.5430778846645307,0.007627825328745008,0.015611913120163162
2023-01-01,0.43340639973780093,-0.10836046047629266,0.5417668602140936,0.027468827656353445,0.028779852106790516
2023-04-01,0.4422420336565888,-0.11115043291406893,0.5533924665706578,0.008835633918787889,-0.0027899724377762614
2023-07-01,0.4430829671088923,-0.12320712839578613,0.5662900955046783,0.0008409334523034606,-0.0120566954817172
2023-10-01,0.44638989852523636,-0.12427459988424919,0.5706644984094855,0.0033069314163440833,-0.001067471488463062
2024-01-01,0.4541798876455895,-0.1178618114801237,0.5720416991257131,0.0077899891203531135,0.006412788404125486
2024-04-01,0.457513732330295,-0.11987951703991684,0.5773932493702119,0.0033338446847055447,-0.002017705559793137
2024-07-01,0.45945653782249085,-0.12411881610861517,0.583575353931106,0.0019428054921958315,-0.004239299068698327
2024-10-01,0.46135261869665833,-0.12710135261105243,0.5884539713077108,0.0018960808741674828,-0.0029825365024372663
2025-01-01,0.46518681921745125,-0.12139411550472427,0.5865809347221755,0.0038342005207929186,0.0057072371063281585
2025-04-01,0.4697396239208662,-0.11366180565510409,0.5834014295759703,0.004552804703414959,0.007732309849620186
2025-07-01,0.47036395111483065,-0.10887114920120419,0.5792351003160349,0.0006243271939644357,0.004790656453899894
2026-01-01,0.4726538856378823,-0.10581991794641116,0.5784738035842935,,
2026-04-01,0.4661739224212856,-0.1010353179828148,0.5672092404041004,-0.006479963216596718,0.004784599963596356
